schid,state,school_name,clean_name,skipped,condition1,condition2,condition3,condition4,condition5
050612001636,Arkansas,Fayetteville Virtual Academy- Dist Conversion Charter Sch,Fayetteville Virtual Academy- Dist Conversion Charter School,,ends with 'Sch'
050627000345,Arkansas,Forrest City Jr. High,Forrest City Junior. High,,contains ' Jr '
050633000359,Arkansas,Elmer H. Cook Elem. School,Elmer H. Cook Elementary. School,,contains ' Elem '
050633000366,Arkansas,Harry C. Morrison Elem. School,Harry C. Morrison Elementary. School,,contains ' Elem '
050633000368,Arkansas,Raymond F. Orr Elem. School,Raymond F. Orr Elementary. School,,contains ' Elem '
050633000378,Arkansas,John P. Woods Elem. School,John P. Woods Elementary. School,,contains ' Elem '
050633000358,Arkansas,L. A. Chaffin Jr. High School,L. A. Chaffin Junior. High School,,contains ' Jr '
050633000360,Arkansas,William O. Darby Jr. High Sch.,William O. Darby Junior. High School.,,contains ' Sch ',contains ' Jr '
050633000365,Arkansas,Dora Kimmons Jr. High School,Dora Kimmons Junior. High School,,contains ' Jr '
050729000442,Arkansas,Harmony Grove Elem. School,Harmony Grove Elementary. School,,contains ' Elem '
050756000466,Arkansas,Heber Springs Elem. School,Heber Springs Elementary. School,,contains ' Elem '
050784000495,Arkansas,Beryl Henry Upper Elem. School,Beryl Henry Upper Elementary. School,,contains ' Elem '
050813000662,Arkansas,Huntsville Intermediate Sch,Huntsville Intermediate School,,ends with 'Sch'
050828000547,Arkansas,Annie Camp Jr. High School,Annie Camp Junior. High School,,contains ' Jr '
050828000548,Arkansas,Douglas Macarthur Jhs,Douglas Macarthur Junior High School,,ends with 'Jhs'
050834000557,Arkansas,Junction City Elem. School,Junction City Elementary. School,,contains ' Elem '
050861000573,Arkansas,Lake Hamilton Elementary Sch,Lake Hamilton Elementary School,,ends with 'Sch'
050861000574,Arkansas,Lake Hamilton Jr. High School,Lake Hamilton Junior. High School,,contains ' Jr '
050894001569,Arkansas,Lincoln New Tech High School,Lincoln New Technology High School,,contains ' Tech '
050900000176,Arkansas,M.L. King Magnet Elem. School,M.L. King Magnet Elementary. School,,contains ' Elem '
050900000604,Arkansas,Booker Arts Magnet Elem. Sch.,Booker Arts Magnet Elementary. School.,,contains ' Sch ',contains ' Elem '
050900000606,Arkansas,Carver Magnet Elem. School,Carver Magnet Elementary. School,,contains ' Elem '
050900000630,Arkansas,Romine Interdist. Elem. School,Romine Interdist. Elementary. School,,contains ' Elem '
050900000635,Arkansas,Western Hills Elem. School,Western Hills Elementary. School,,contains ' Elem '
050900000636,Arkansas,Williams Magnet Elem. School,Williams Magnet Elementary. School,,contains ' Elem '
050900001190,Arkansas,Pulaski Heights Elem. School,Pulaski Heights Elementary. School,,contains ' Elem '
050900001217,Arkansas,Rockefeller Incentive Elem.,Rockefeller Incentive Elementary.,,contains ' Elem '
050900001409,Arkansas,Washington Magnet Elem. School,Washington Magnet Elementary. School,,contains ' Elem '
050039401447,Arkansas,Arkansas Virtual Academy Jr,Arkansas Virtual Academy Junior,,ends with 'Jr'
050975000712,Arkansas,Louise Durham Elem. School,Louise Durham Elementary. School,,contains ' Elem '
050975000715,Arkansas,Holly Harshman Elem. School,Holly Harshman Elementary. School,,contains ' Elem '
051044000764,Arkansas,University Hgts. Elem. School,University Hgts. Elementary. School,,contains ' Elem '
051068000804,Arkansas,Seventh Street Elem. School,Seventh Street Elementary. School,,contains ' Elem '
051176000894,Arkansas,Prairie Grove Elem. School,Prairie Grove Elementary. School,,contains ' Elem '
051185000903,Arkansas,Baker Interdistrict Elem. Sch.,Baker Interdistrict Elementary. School.,,contains ' Sch ',contains ' Elem '
051185000910,Arkansas,College Station Elem. School,College Station Elementary. School,,contains ' Elem '
051185000922,Arkansas,Joe T. Robinson Elem. School,Joe T. Robinson Elementary. School,,contains ' Elem '
051197000101,Arkansas,Frank Tillery Elem. School,Frank Tillery Elementary. School,,contains ' Elem '
051197000881,Arkansas,Elza R. Tucker Elem. School,Elza R. Tucker Elementary. School,,contains ' Elem '
051197001370,Arkansas,Bonnie Grimes Elem. School,Bonnie Grimes Elementary. School,,contains ' Elem '
051206000175,Arkansas,Russellville Upper Elem. Sch.,Russellville Upper Elementary. School.,,contains ' Sch ',contains ' Elem '
051206000970,Arkansas,Oakland Heights Elem. School,Oakland Heights Elementary. School,,contains ' Elem '
051206001376,Arkansas,Center Valley Elem. School,Center Valley Elementary. School,,contains ' Elem '
051206000968,Arkansas,Russellville Jr. High School,Russellville Junior. High School,,contains ' Jr '
051221000988,Arkansas,Sidney Deener Elem. School,Sidney Deener Elementary. School,,contains ' Elem '
051252001242,Arkansas,Morrilton Sr. High School,Morrilton Senior. High School,,contains ' Sr '
051266001023,Arkansas,Robert E. Lee Elem. School,Robert E. Lee Elementary. School,,contains ' Elem '
051266001259,Arkansas,Parson Hills Elem. School,Parson Hills Elementary. School,,contains ' Elem '
051266001260,Arkansas,Thurman G. Smith Elem. School,Thurman G. Smith Elementary. School,,contains ' Elem '
051266001453,Arkansas,Willis Shaw Elementary Sch,Willis Shaw Elementary School,,ends with 'Sch'
051308000015,Arkansas,Greene Cty Tech Elem. School,Greene Cty Technology Elementary. School,,contains ' Elem ',contains ' Tech '
051308000963,Arkansas,Greene Co. Tech Primary School,Greene Co. Technology Primary School,,contains ' Tech '
051308001546,Arkansas,Greene Cty Tech Intermediate,Greene Cty Technology Intermediate,,contains ' Tech '
051308001067,Arkansas,Greene Co. Tech Interm. School,Greene Co. Technology Interm. School,,contains ' Tech '
051308001368,Arkansas,Green Co. Tech Jr. High School,Green Co. Technology Junior. High School,,contains ' Tech ',contains ' Jr '
051311001075,Arkansas,Vera Kilpatrick Elem. School,Vera Kilpatrick Elementary. School,,contains ' Elem '
051311001264,Arkansas,Edward D. Trice Elem. School,Edward D. Trice Elementary. School,,contains ' Elem '
051311001073,Arkansas,North Heights Jr. High School,North Heights Junior. High School,,contains ' Jr '
051341001369,Arkansas,James R. Tate Elem. School,James R. Tate Elementary. School,,contains ' Elem '
051393001212,Arkansas,Watson Chapel Jr. High School,Watson Chapel Junior. High School,,contains ' Jr '
060000113828,California,Albert Einstein Acad Ltrs Arts Scis - Aqua Dulce Part. Acad,Albert Einstein Academy Letters Arts Sciences - Aqua Dulce Partnership Academy,,ends with 'Acad',contains ' Acad ',contains ' Ltrs ',contains ' Scis ',contains ' Part. '
060001412375,California,Encore Jr./Sr. High Sch For The Perf And Visual Arts,Encore Junior./Senior. High School For The Perf And Visual Arts,,contains ' Sch ',contains ' Jr ',contains ' Sr '
00095059,California,Dinuba Jr Academy,Dinuba Junior Academy,,contains ' Jr '
060133207729,California,Martin Luther King Jr. Technology Academy,Martin Luther King Junior. Technology Academy,,contains ' Jr '
00096711,California,Sierra View Jr Academy,Sierra View Junior Academy,,contains ' Jr '
060171013092,California,Gus Franklin Jr. School,Gus Franklin Junior. School,,contains ' Jr '
060195010559,California,Dr. Martin Luther King Jr. Academy,Dr. Martin Luther King Junior. Academy,,contains ' Jr '
A1300316,California,Montessori Academy Of Ed Inc- Dba Montessori Acad,Montessori Academy Of Ed Inc- Dba Montessori Academy,,ends with 'Acad'
063498013774,California,Design Tech High,Design Technology High,,contains ' Tech '
060474000447,California,Malcolm X Elementary,Malcolm X Elementary,,contains ' X '
060000113785,California,Albert Einstein Acad For Ltrs Arts & Scis - Odyssey,Albert Einstein Academy For Letters Arts & Sciences - Odyssey,,contains ' Acad ',contains ' Ltrs ',contains ' Scis '
060588000530,California,Laurel Elem Magnet Sch Of Innovation And Career Explr,Laurel Elementary Magnet School Of Innovation And Career Explr,,contains ' Sch ',contains ' Elem '
069100614072,California,John Adams Academy - El Dorado Hills,John Adams Academy - El Dorado Hills,X,contains ' El '
069100614072,California,John Adams Academy - El Dorado Hills,John Adams Academy - El Dorado Hills,X,contains ' El '
060690011595,California,Enrique Camarena Jr. High,Enrique Camarena Junior. High,,contains ' Jr '
060699000644,California,Bill E. Young Jr. Middle,Bill E. Young Junior. Middle,,contains ' Jr '
AA000831,California,Laguna Niguel Jr Academy,Laguna Niguel Junior Academy,,contains ' Jr '
060807000776,California,Glen H. Dysinger Sr. Elementary,Glen H. Dysinger Senior. Elementary,,contains ' Sr '
00076841,California,St Pius X School,St Pius X School,,contains ' X '
060132212726,California,High Tech Elementary Chula Vista,High Technology Elementary Chula Vista,,contains ' Tech '
060132212642,California,High Tech Middle Chula Vista,High Technology Middle Chula Vista,,contains ' Tech '
060132212083,California,High Tech High Chula Vista,High Technology High Chula Vista,,contains ' Tech '
060939012987,California,Grand Terrace High Sch At The Ray Abril Jr. Edal Complex,Grand Terrace High School At The Ray Abril Junior. Edal Complex,,contains ' Sch ',contains ' Jr '
061111011244,California,Dr. Reynaldo J. Carreon Jr. Academy,Dr. Reynaldo J. Carreon Junior. Academy,,contains ' Jr '
061203009797,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
061203001340,California,Wilson Jr. High,Wilson Junior. High,,contains ' Jr '
061212000439,California,South El Monte High,South El Monte High,X,contains ' El '
061218001369,California,Birney Tech Academy,Birney Technology Academy,,contains ' Tech '
061233011062,California,Edward Harris Jr. Middle,Edward Harris Junior. Middle,,contains ' Jr '
061314001493,California,George V. Leyva Intermediate,George V. Leyva Intermediate,,contains ' V '
061329011599,California,Fairfax Jr. High,Fairfax Junior. High,,contains ' Jr '
061437008352,California,Shirakawa (George Sr.) Elementary,Shirakawa (George Senior.) Elementary,,contains ' Sr '
061455013767,California,Rutherford B. Gaston Sr. Middle,Rutherford B. Gaston Senior. Middle,,contains ' Sr '
063168014206,California,Ambassador Phillip V. Sanchez Ii Public Charter,Ambassador Phillip V. Sanchez II Public Charter,,contains ' Ii ',contains ' V '
061647005804,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
061674002107,California,Martin Luther King Jr. Middle,Martin Luther King Junior. Middle,,contains ' Jr '
062025002434,California,Sci Tech Engr Arts And Math Acad At La Presa,Science Technology Engineering Arts And Math Academy At La Presa,,contains ' Acad ',contains ' Sci ',contains ' Tech ',contains ' Engr '
062223008617,California,Joe Serna Jr. Charter,Joe Serna Junior. Charter,,contains ' Jr '
062250013105,California,Ernest S. Mcbride Sr. High,Ernest S. Mcbride Senior. High,,contains ' Sr '
00069164,California,St Frances X Cabrini School,St Frances X Cabrini School,,contains ' X '
062271003074,California,Haskell Elem Sci Tech Engr Arts And Math (Steam) Magnet,Haskell Elementary Science Technology Engineering Arts And Math (Steam) Magnet,,contains ' Elem ',contains ' Sci ',contains ' Tech ',contains ' Engr '
062271003152,California,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Los Feliz Science/Technology/Engineer/Math/Medicine Magnet,,contains ' Tech '
062271003329,California,San Pascual Elem Sci Tech Engr Arts And Math (Steam) Magnet,San Pascual Elementary Science Technology Engineering Arts And Math (Steam) Magnet,,contains ' Elem ',contains ' Sci ',contains ' Tech ',contains ' Engr '
062271003332,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
062271003396,California,Birdielee V. Bright Elementary,Birdielee V. Bright Elementary,,contains ' V '
062271003448,California,Welby Way Charter Elem Sch And Gifted-High Ability Magnet,Welby Way Charter Elementary School And Gifted-High Ability Magnet,,contains ' Sch ',contains ' Elem '
062271010529,California,Macarthur Park Elem Sch For The Visual And Perf Arts,Macarthur Park Elementary School For The Visual And Perf Arts,,contains ' Sch ',contains ' Elem '
062271010839,California,Dr. Theodore T. Alexander Jr. Science Center,Dr. Theodore T. Alexander Junior. Science Center,,contains ' Jr '
062271011644,California,George De La Torre Jr. Elementary,George De La Torre Junior. Elementary,,contains ' Jr '
062271011856,California,Ivy Bound Acad Of Math Sci And Tech Charter Mid,Ivy Bound Academy Of Math Science And Technology Charter Mid,,contains ' Acad ',contains ' Sci ',contains ' Tech '
062271013147,California,Gerald A. Lawson Acad Of The Arts Math And Sci,Gerald A. Lawson Academy Of The Arts Math And Science,,ends with 'Sci',contains ' Acad '
062271013685,California,Ivy Bound Acad Math Sci And Tech Charter Mid 2,Ivy Bound Academy Math Science And Technology Charter Mid 2,,contains ' Acad ',contains ' Sci ',contains ' Tech '
062271013872,California,Fenton Stem Acad: Elem Center For Sci Tech Engr And Math,Fenton Stem Acad: Elementary Center For Science Technology Engineering And Math,,contains ' Elem ',contains ' Sci ',contains ' Tech ',contains ' Engr '
A1700200,California,Devin A. Gonzales Ii Academy Of The Art'S And Sc,Devin A. Gonzales II Academy Of The Art'S And Sc,,contains ' Ii '
A9100497,California,Adat Ari El Day School,Adat Ari El Day School,X,contains ' El '
A9100917,California,Holy Martyrs Cabayan Elem/Ferrahian High School,Holy Martyrs Cabayan Elementary/Ferrahian High School,,contains ' Elem '
00080938,California,Concordia Jr/Sr High School,Concordia Junior/Senior High School,,contains ' Jr ',contains ' Sr '
062271003102,California,Washington Irving Mid Sch Math Music And Engr Magnet,Washington Irving Mid School Math Music And Engineering Magnet,,contains ' Sch ',contains ' Engr '
062271003202,California,Johnnie Cochran Jr. Middle,Johnnie Cochran Junior. Middle,,contains ' Jr '
062271003463,California,Wilmington Mid Sci Tech Engr Arts Math (Steam) Magnet,Wilmington Mid Science Technology Engineering Arts Math (Steam) Magnet,,contains ' Sci ',contains ' Tech ',contains ' Engr '
062271010863,California,International Studies Lrng Center At Legacy High Sch Complex,International Studies Lrng Center At Legacy High School Complex,,contains ' Sch '
062271012881,California,Dr. Julian Nava Lrng Acads-Sch Of Arts And Culture,Dr. Julian Nava Lrng Acads-School Of Arts And Culture,,contains ' Sch '
062271012896,California,Dr. Julian Nava Lrng Acads-Sch Of Business And Tech,Dr. Julian Nava Lrng Acads-School Of Business And Technology,,ends with 'Tech',contains ' Sch '
062271013138,California,Walnut Park Mid B Sci Tech Engr And Math Acad,Walnut Park Mid B Science Technology Engineering And Math Academy,,ends with 'Acad',contains ' Sci ',contains ' Tech ',contains ' Engr '
062271013187,California,Walnut Park Mid A Sch Of Soc Just And Service Lrng,Walnut Park Mid A School Of Soc Just And Service Lrng,,contains ' Sch '
062271013971,California,Millikan Sci Tech Engr And Math (Stem) Magnet,Millikan Science Technology Engineering And Math (Stem) Magnet,,contains ' Sci ',contains ' Tech ',contains ' Engr '
A9100497,California,Adat Ari El Day School,Adat Ari El Day School,X,contains ' El '
062271002941,California,Crenshaw Sci Tech Engr Math And Med Magnet,Crenshaw Science Technology Engineering Math And Med Magnet,,contains ' Sci ',contains ' Tech ',contains ' Engr '
062271010829,California,High Tech La,High Technology La,,contains ' Tech '
062271011888,California,Contreras Lrng Center-Los Angeles Sch Of Global Studies,Contreras Lrng Center-Los Angeles School Of Global Studies,,contains ' Sch '
062271012342,California,Alliance Leichtman-Levine Family Foundation Env Sci High,Alliance Leichtman-Levine Family Foundation Env Science High,,contains ' Sci '
062271012657,California,E. Los Angeles Renaiss Acad At Esteban E. Torres High #2,E. Los Angeles Renaiss Academy At Esteban E. Torres High #2,,contains ' Acad '
062271012711,California,Humanitas Acad Of Art And Tech At Esteban E. Torres High #4,Humanitas Academy Of Art And Technology At Esteban E. Torres High #4,,contains ' Acad ',contains ' Tech '
062271012720,California,Soc Just Leadership Acad At Esteban E. Torres High #5,Soc Just Leadership Academy At Esteban E. Torres High #5,,contains ' Acad '
062271012819,California,Engr And Tech Acad At Esteban E. Torres High #3,Engineering And Technology Academy At Esteban E. Torres High #3,,contains ' Acad ',contains ' Tech ',contains ' Engr '
062271012858,California,Cesar E. Chavez Lrng Acads-Acad Of Scientific Explr (Ase),Cesar E. Chavez Lrng Acads-Academy Of Scientific Explr (Ase),,contains ' Acad '
062271012895,California,Cesar E. Chavez Lrng Acads-Soc Just Humanitas Acad,Cesar E. Chavez Lrng Acads-Soc Just Humanitas Academy,,ends with 'Acad'
062271012926,California,Cesar E. Chavez Lrng Acad - Arts/Theatre/Entertain Mag,Cesar E. Chavez Lrng Academy - Arts/Theatre/Entertain Mag,,contains ' Acad '
062271012964,California,Cesar E. Chavez Lrng Acads-Tech Prep Acad,Cesar E. Chavez Lrng Acads-Technology Prep Academy,,ends with 'Acad',contains ' Tech '
062271012973,California,Communication And Tech At Diego Rivera Lrng Complex,Communication And Technology At Diego Rivera Lrng Complex,,contains ' Tech '
062271013079,California,Acad For Multilingual Arts And Sci At Mervyn M. Dymally High,Academy For Multilingual Arts And Science At Mervyn M. Dymally High,,contains ' Acad ',contains ' Sci '
062271013101,California,Hilda L. Solis Lrng Acad Sch Of Tech Business And Ed,Hilda L. Solis Lrng Academy School Of Technology Business And Ed,,contains ' Sch ',contains ' Acad ',contains ' Tech '
062271013162,California,Sci Tech Engr Arts And Math At Legacy High Sch Complex,Science Technology Engineering Arts And Math At Legacy High School Complex,,contains ' Sch ',contains ' Sci ',contains ' Tech ',contains ' Engr '
062271013434,California,Early College Academy-La Trade Tech College,Early College Academy-La Trade Technology College,,contains ' Tech '
062271013741,California,Teach Tech Charter High,Teach Technology Charter High,,contains ' Tech '
062308013014,California,Central Coast New Tech High,Central Coast New Technology High,,contains ' Tech '
062334004613,California,Martin Luther King Jr. Middle,Martin Luther King Junior. Middle,,contains ' Jr '
062361010390,California,Joseph Widmer Jr. Elementary,Joseph Widmer Junior. Elementary,,contains ' Jr '
062361013153,California,Be.Tech,Be.Technology,,ends with 'Tech'
062394003600,California,Yosemite National Park El Portal,Yosemite National Park El Portal,X,contains ' El '
062394003600,California,Yosemite National Park El Portal,Yosemite National Park El Portal,X,contains ' El '
A1300172,California,Calvary Chapel Christian School Of El Centro,Calvary Chapel Christian School Of El Centro,X,contains ' El '
A1300172,California,Calvary Chapel Christian School Of El Centro,Calvary Chapel Christian School Of El Centro,X,contains ' El '
062523003771,California,Mojave Jr./Sr. High,Mojave Junior./Senior. High,,contains ' Jr ',contains ' Sr '
BB180233,California,De La Salle Academy - A Division Of De La Salle Hs,De La Salle Academy - A Division Of De La Salle High School,,ends with 'Hs'
062691007481,California,Guy Jr. Emanuele Elementary,Guy Junior. Emanuele Elementary,,contains ' Jr '
062805004297,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
062825003970,California,Martin Luther King Jr. Middle,Martin Luther King Junior. Middle,,contains ' Jr '
063023012877,California,Sixth Grade Charter Academy At Petaluma Jr. High,Sixth Grade Charter Academy At Petaluma Junior. High,,contains ' Jr '
063060013016,California,Martin Luther King Jr. Junior High,Martin Luther King Junior. Junior High,,contains ' Jr '
063237007622,California,Sam V. Curtis Elementary,Sam V. Curtis Elementary,,contains ' V '
063255005040,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
063315008268,California,Martin Luther King Jr. High,Martin Luther King Junior. High,,contains ' Jr '
063363014155,California,Century High School An Integrated Global Studies Acad,Century High School An Integrated Global Studies Academy,,ends with 'Acad'
063384009430,California,Martin Luther King Jr.,Martin Luther King Junior.,,contains ' Jr '
063417013112,California,George Brown Jr. Elementary,George Brown Junior. Elementary,,contains ' Jr '
063417013983,California,Ballington Acad For The Arts And Scis - San Bernardino,Ballington Academy For The Arts And Sciences - San Bernardino,,contains ' Acad ',contains ' Scis '
063417008185,California,Martin Luther King Jr. Middle,Martin Luther King Junior. Middle,,contains ' Jr '
063432008602,California,High Tech Elementary Explorer,High Technology Elementary Explorer,,contains ' Tech '
063432013878,California,High Tech Elementary,High Technology Elementary,,contains ' Tech '
A0750006,California,Childrens Creative/Performing Arts Acad San Diego,Childrens Creative/Performing Arts Academy San Diego,,contains ' Acad '
063432011155,California,High Tech Middle Media Arts,High Technology Middle Media Arts,,contains ' Tech '
063432011262,California,High Tech Middle,High Technology Middle,,contains ' Tech '
063432012376,California,Millennial Tech Middle,Millennial Technology Middle,,contains ' Tech '
063432008599,California,High Tech High,High Technology High,,contains ' Tech '
063432011138,California,High Tech High International,High Technology High International,,contains ' Tech '
063432011386,California,High Tech High Media Arts,High Technology High Media Arts,,contains ' Tech '
063441005669,California,Malcolm X Academy,Malcolm X Academy,,contains ' X '
063441002774,California,Brown Jr. (Willie L) Middle,Brown Junior. (Willie L) Middle,,contains ' Jr '
063441005655,California,King Jr. (Martin Luther) Academic Middle,King Junior. (Martin Luther) Academic Middle,,contains ' Jr '
063441011408,California,City Arts And Tech High,City Arts And Technology High,,contains ' Tech '
063444011033,California,Clayton A. Record Jr. Elementary,Clayton A. Record Junior. Elementary,,contains ' Jr '
00074265,California,Mission College Prep Hs,Mission College Prep High School,,ends with 'Hs'
060132213517,California,High Tech Elementary North County,High Technology Elementary North County,,contains ' Tech '
061944014092,California,Community Collaborative Virtual - Keppel Partnership Acad,Community Collaborative Virtual - Keppel Partnership Academy,,ends with 'Acad'
060132212388,California,High Tech Middle North County,High Technology Middle North County,,contains ' Tech '
060132212064,California,High Tech High North County,High Technology High North County,,contains ' Tech '
063531006148,California,Martin Luther King Jr. Elementary,Martin Luther King Junior. Elementary,,contains ' Jr '
01611278,California,Ps 1 Pluralistic School,P.S. 1 Pluralistic School,,starts with 'Ps ' (to P.S. )
A1500424,California,North Valley School/Victor Treatment Ctr Inc,North Valley School/Victor Treatment Center Inc,,contains ' Ctr '
063600006162,California,Bayside Martin Luther King Jr. Academy,Bayside Martin Luther King Junior. Academy,,contains ' Jr '
X1901139,California,Grace Brethren Jr Sr High School,Grace Brethren Junior Senior High School,,contains ' Jr ',contains ' Sr '
00095693,California,Mother Lode Adventist Jr Academy,Mother Lode Adventist Junior Academy,,contains ' Jr '
