schoolid,lon,lat,population,compareMedian
010000600872,-86.142240000000001,34.3627699999999976,289,below
010000600878,-86.3199469999999991,34.1781569999999988,593,below
010000600883,-86.2536810000000003,34.5337209999999999,457,below
010000601585,-86.4218759999999975,34.3763999999999967,358,below
010000700251,-86.8376829999999984,33.3443699999999978,2902,below
010000700337,-86.7321799999999996,33.3956480000000013,4,below
010000701456,-86.728785000000002,33.392710000000001,1661,below
010000701741,-86.8336720000000071,33.3878950000000003,1,below
010000800831,-86.7425450000000069,34.7191580000000002,1745,below
010000802198,-86.7865900000000039,34.7055580000000035,1698,below
010003000001,-85.9487940000000066,32.9450750000000028,5,above
010003000003,-85.950766999999999,32.9377479999999991,939,below
010006000007,-86.4708430000000021,31.3153660000000009,480,below
010006000008,-86.4724209999999971,31.313758,1,below
010009000011,-85.8199919999999992,33.6612250000000017,517,above
010012001472,-86.9506609999999967,34.8045249999999982,1234,below
010019001183,-86.8316590000000019,33.2223479999999967,1873,below
010021000036,-85.4633110000000045,32.5969490000000022,1748,below
010021000037,-85.4766730000000052,32.5981280000000027,654,below
010024000045,-86.7017699999999962,32.6622380000000021,208,below
010024000046,-86.4800110000000046,32.6186000000000007,591,below
010024000048,-86.4715850000000046,32.5005329999999972,2066,below
010024000049,-86.4706900000000047,32.4849490000000003,1,below
010024001408,-86.6596430000000026,32.4337179999999989,112,above
010027000024,-87.7083279999999945,30.540144999999999,1369,below
010027000100,-87.8861449999999991,30.4987509999999986,1604,below
010027000641,-87.6752369999999957,30.2684110000000004,846,below
010027001759,-87.8637650000000008,30.6384730000000012,1259,below
010027001784,-87.6893210000000067,30.3817209999999989,1851,below
010027001810,-87.7940069999999935,30.8936710000000012,1183,below
010027002073,-87.8537699999999973,30.6891199999999991,1109,below
010036000092,-87.1425770000000028,32.9472329999999971,513,below
010036000099,-87.1283990000000017,33.1130860000000027,484,below
010039000164,-86.8916860000000071,33.5178700000000021,947,above
010039000165,-86.829301000000001,33.5145959999999974,820,above
010039000176,-86.7985970000000009,33.4976350000000025,812,above
010039000192,-86.8859329999999943,33.4524820000000034,791,above
010039001468,-86.8279909999999973,33.5583609999999979,862,above
010042000203,-86.3971410000000049,33.8879480000000015,179,below
010042000206,-86.5736270000000019,33.9932239999999979,270,below
010042000208,-86.768139000000005,33.8869359999999986,716,below
