schoolid,lon,lat,population,compareMedian
040000100616,-111.944768999999994,33.7373159999999999,69,below
040000101872,-111.987520000000004,33.7691209999999984,105,below
040000102344,-111.967336000000003,33.763848000000003,110,below
040000102484,-111.966341,33.7330120000000022,119,below
040003600709,-111.926626999999996,33.7762499999999974,87,below
040003603421,-111.926561000000007,33.7770099999999971,4,below
040034403467,-111.960677000000004,33.7891800000000018,3,below
040075503029,-111.893411,33.745989999999999,27,below
040009001066,-112.494416999999999,34.7883980000000008,54,below
040081503023,-112.479646000000003,34.9075369999999978,34,above
040029902099,-110.269205,31.9702689999999983,13,below
040007401605,-114.025256999999996,35.2224549999999965,4,below
040007401759,-114.025496000000004,35.2185330000000008,335,below
040019001908,-112.155636999999999,33.4945579999999978,124,above
040029002177,-112.124080000000006,33.4939960000000028,189,above
040075602813,-112.100155000000001,33.5107580000000027,177,above
040089103399,-112.130531000000005,33.4852399999999975,92,above
040022302199,-111.016810000000007,32.3083540000000014,201,below
040040902406,-110.961485999999994,32.2745279999999966,61,below
040081803197,-110.944461000000004,32.4094399999999965,338,below
040087403349,-110.972316000000006,32.2654870000000003,43,above
040091703433,-110.983681000000004,32.2800799999999981,108,below
040023503157,-111.554107000000002,33.4050709999999995,54,below
040081003026,-111.566721000000001,33.3996300000000019,162,below
040028203457,-112.379407999999998,33.451985999999998,62,above
040060903117,-112.341560999999999,33.4372389999999982,131,above
040080202962,-112.337331000000006,33.4423499999999976,201,above
040088503410,-112.408765000000003,33.4552610000000001,89,below
040077602387,-111.977200999999994,33.4651100000000028,67,above
040001602443,-110.290171000000001,31.55762,92,below
040063203105,-110.245440000000002,31.5650499999999994,104,below
040028002186,-114.625630999999999,35.1010789999999986,232,below
040013002569,-111.856081000000003,34.5595399999999984,58,below
040012201585,-112.224721000000002,33.4956200000000024,125,above
040040201860,-112.202849000000001,33.4958510000000018,75,above
040075402819,-112.205569999999995,33.4671209999999988,343,above
040079803021,-112.202651000000003,33.4908000000000001,86,above
040087503345,-112.095432000000002,33.494532999999997,50,above
040092403436,-112.200226000000001,33.4936989999999994,243,above
040094003499,-112.202391000000006,33.5085199999999972,102,above
040080003368,-111.720360999999997,32.8828299999999985,55,above
040089203012,-111.732415000000003,32.9012359999999973,278,below
040006502685,-111.683653000000007,33.2405180000000016,113,below
040007100832,-111.874099000000001,33.3085080000000033,12,below
040044002681,-111.857590999999999,33.3340099999999993,347,below
040063103103,-111.672692999999995,33.2116109999999978,26,below
040083003253,-111.810376000000005,33.3070769999999996,331,below
040085503275,-111.787960999999996,33.2601700000000022,330,below
040086703342,-111.756274000000005,33.2752630000000025,70,below
040091903472,-111.789771999999999,33.273775999999998,166,below
040011203279,-111.590536999999998,33.1941849999999974,68,below
040043202200,-112.071130999999994,33.4762100000000018,1203,below
040074602864,-111.615224999999995,33.1752010000000013,439,below
040076902956,-111.538562999999996,32.988861,224,above
040084503338,-111.645850999999993,33.2022400000000033,58,below
040013001803,-112.004473000000004,34.7323990000000009,76,below
040032802228,-112.009435999999994,34.7352190000000007,15,below
040043902644,-111.887921000000006,34.7171499999999966,56,below
040038102319,-114.664338999999998,32.6857419999999976,61,above
040012801715,-112.003652000000002,33.4534159999999972,35,above
040021902338,-112.013306999999998,33.4845189999999988,33,above
040041602374,-112.005110999999999,33.4648299999999992,42,above
040093803476,-112.029661000000004,33.477330000000002,12,above
040001602442,-109.552012000000005,31.3490520000000004,236,above
040019003247,-109.527258000000003,31.3737269999999988,29,above
040028402095,-109.532578999999998,31.3488199999999999,99,above
040024102029,-112.395212999999998,33.6323269999999965,503,below
040031002370,-112.397730999999993,33.6179399999999973,194,below
040032602162,-112.341577000000001,33.6298590000000033,156,above
040044102658,-112.396590000000003,33.6191499999999977,364,below
040093303496,-112.385721000000004,33.6033329999999992,309,below
040001800496,-111.666653999999994,35.1917839999999984,66,below
040001900498,-111.668799000000007,35.2379340000000028,99,below
040002001179,-111.631428999999997,35.2004659999999987,33,below
040009701178,-111.605400000000003,35.1988899999999987,305,below
040009801180,-111.645437999999999,35.2127010000000027,117,below
040021302100,-111.297280999999998,35.3055299999999974,33,below
040035002286,-111.616720999999998,35.2084400000000031,53,above
040078202954,-111.657881000000003,35.1954800000000034,10,below
040083103196,-111.633786000000001,35.2077000000000027,268,below
040011203365,-111.487776999999994,33.0723580000000013,41,below
040025802079,-111.024199999999993,32.3039699999999996,44,below
040036802037,-110.999213999999995,32.2717760000000027,99,above
040039302297,-111.036353000000005,32.3226640000000032,10,below
040028202993,-114.752837,32.4958060000000018,125,above
040006501600,-111.786058999999995,33.3361909999999995,66,below
040010501587,-111.732260999999994,33.3810900000000004,55,below
040034001940,-111.675338999999994,33.3785019999999975,130,below
040037702314,-111.788987000000006,33.3128320000000002,84,below
040039502305,-111.805460999999994,33.319740000000003,30,below
040039502536,-111.805460999999994,33.319740000000003,94,below
040039503335,-111.775811000000005,33.3208399999999969,8,below
040042703160,-111.784369999999996,33.2770239999999973,590,below
040074600717,-111.801610999999994,33.3761399999999995,433,below
040078902931,-111.686690999999996,33.3606800000000021,43,below
040079902943,-111.771580999999998,33.3505899999999969,15,below
040080302667,-111.703333999999998,33.3348569999999995,160,below
040039002289,-112.223703999999998,33.5093099999999993,140,above
040009901182,-110.775801999999999,33.4012310000000028,14,below
040033901939,-110.768472000000003,33.3936959999999985,81,below
040011201595,-111.737607999999995,33.2945380000000029,73,below
040077502916,-111.705000999999996,33.3494249999999965,124,below
040080303416,-111.705838999999997,33.3354509999999991,85,below
040088403264,-111.682085999999998,33.3052339999999987,222,below
040089903392,-111.702522000000002,33.3003840000000011,242,below
040009201075,-112.357264000000001,34.5811899999999994,134,below
040020901973,-112.320845000000006,34.6002360000000024,86,below
040032002227,-112.315940999999995,34.6045099999999977,105,below
040044402321,-112.299812000000003,34.5821809999999985,52,below
040011203475,-111.571413000000007,33.2199150000000003,548,below
040092703190,-111.574201000000002,33.2578200000000024,221,below
040010401584,-111.914316999999997,33.3507409999999993,29,below
040011101594,-111.912694000000002,33.3504679999999993,105,below
040016501755,-112.060550000000006,33.295653999999999,53,below
040022501887,-111.978154000000004,33.2986009999999979,273,below
040041803252,-111.975410999999994,33.3541700000000034,4,below
040075302838,-112.003120999999993,33.3175299999999979,1,below
040077802902,-111.938570999999996,33.3070400000000007,99,below
040089703376,-111.975410999999994,33.3541700000000034,385,below
040092103428,-111.978121000000002,33.298490000000001,117,below
040024803089,-114.317267000000001,34.4910289999999975,115,below
040085203257,-114.286411000000001,34.4573600000000013,56,below
040042901994,-112.194826000000006,33.3911239999999978,103,above
040078602885,-112.167071000000007,33.3949799999999968,64,above
040079302984,-112.134030999999993,33.3938970000000026,75,above
040087103310,-112.153120999999999,33.3749499999999983,228,above
040092603451,-112.149901,33.3771979999999999,155,above
040080003317,-112.502515000000003,33.433641999999999,626,below
040032302159,-112.327479999999994,33.5301789999999969,17,above
040064903114,-112.327151000000001,33.5332700000000017,205,above
040084703301,-112.324636999999996,33.4503470000000007,303,above
040085103271,-112.375179000000003,33.4690349999999981,297,below
040005400756,-112.021092999999993,33.503737000000001,158,below
040015301902,-112.056200000000004,33.5136699999999976,8,below
040065503096,-111.963060999999996,33.4843699999999984,371,below
040087703354,-112.071450999999996,33.5219400000000007,269,above
040084203300,-111.041421,32.3596900000000005,354,below
040086803332,-111.216590999999994,32.4542900000000003,13,below
040074502856,-112.012899000000004,33.0550009999999972,306,below
040082403178,-112.014481000000004,33.049439999999997,97,below
040085403249,-112.044331,33.0582399999999979,3,below
040090403048,-112.010199999999998,33.0555949999999967,262,below
040003300703,-111.836168999999998,33.4037160000000029,79,above
