schoolid,lon,lat,population,compareMedian
040003600709,-111.926626999999996,33.7762499999999974,123,below
040003603421,-111.926561000000007,33.7770099999999971,9,below
040021902328,-112.032860999999997,33.6395100000000014,119,above
040021202444,-110.296948,31.9651229999999984,27,below
040007402185,-114.028214000000006,35.2235719999999972,382,below
040014903386,-112.140710999999996,33.5321899999999999,193,above
040021902011,-112.117677999999998,33.4926460000000006,185,above
040021902367,-112.117677999999998,33.4926460000000006,53,above
040027402020,-112.150972999999993,33.5253399999999999,350,above
040029002177,-112.124080000000006,33.4939960000000028,114,above
040082103226,-112.128906000000001,33.4859519999999975,159,above
040007802386,-110.975643000000005,32.3344420000000028,62,below
040015901791,-110.988720999999998,32.26755,134,above
040022302199,-111.016810000000007,32.3083540000000014,213,below
040081803197,-110.944461000000004,32.4094399999999965,199,below
040091703433,-110.983681000000004,32.2800799999999981,51,below
040035701732,-111.555852000000002,33.4144939999999977,140,below
040078302932,-111.566721000000001,33.3996300000000019,256,below
040031103292,-112.335868000000005,33.4486199999999982,80,above
040035201898,-112.350089999999995,33.4403099999999967,258,above
040004100718,-111.997096999999997,33.4493300000000033,254,above
040077602387,-111.977200999999994,33.4651100000000028,85,below
040081102855,-111.994031000000007,33.479849999999999,151,above
040001600476,-110.290171000000001,31.55762,105,below
040008301018,-110.255628999999999,31.5323199999999986,81,below
040063203105,-110.245440000000002,31.5650499999999994,116,below
040026602089,-112.348571000000007,34.5797099999999986,96,below
040081303053,-111.853612999999996,34.5635929999999974,65,below
040028802176,-112.222195999999997,33.4956430000000012,246,above
040033202165,-112.199993000000006,33.4920060000000035,92,above
040040201860,-112.202849000000001,33.4958510000000018,100,above
040092403436,-112.200226000000001,33.4936989999999994,136,above
040008301014,-111.753075999999993,32.8793420000000012,63,above
040062601886,-111.757599999999997,32.8867199999999968,39,above
040082303296,-111.724870999999993,32.8957199999999972,339,above
040174002214,-111.747877000000003,32.8863869999999992,108,below
040038801736,-112.592197999999996,33.4076489999999993,137,above
040044002681,-111.857590999999999,33.3340099999999993,364,below
040063603011,-111.842900999999998,33.3145299999999978,45,above
040083003253,-111.810376000000005,33.3070769999999996,264,below
040043202200,-112.071130999999994,33.4762100000000018,970,below
040076902956,-111.538562999999996,32.988861,125,above
040084503338,-111.645850999999993,33.2022400000000033,35,below
040009401109,-114.646946,32.677818000000002,123,above
040009501114,-114.669044999999997,32.6992159999999998,89,above
040038102319,-114.664338999999998,32.6857419999999976,88,above
040041602374,-112.005110999999999,33.4648299999999992,99,above
040081101583,-111.996380000000002,33.4800100000000001,71,above
