schoolid,lon,lat,population,compareMedian
010042000203,-86.3971410000000049,33.8879480000000015,137,below
010042000205,-86.5859739999999931,34.0847380000000015,76,below
010042000206,-86.5736270000000019,33.9932239999999979,139,below
010042000208,-86.768139000000005,33.8869359999999986,173,below
010042000209,-86.5888089999999977,34.0858289999999968,190,below
010042000210,-86.6178859999999986,33.908375999999997,146,below
010042000211,-86.5840319999999935,33.8314260000000004,143,below
010042000213,-86.4302610000000016,34.0827960000000019,203,below
010042001427,-86.618464000000003,33.9073259999999976,84,below
010042001476,-86.5729189999999989,33.9934170000000009,51,below
010042001481,-86.4297880000000021,34.0831620000000015,86,below
010042001870,-86.756574999999998,33.8900569999999988,345,below
010048000221,-85.7192849999999993,32.1331429999999969,299,above
010051000228,-86.6253320000000002,31.8380760000000009,489,above
010051000229,-86.7146259999999955,31.5460460000000005,79,below
010054000232,-85.8866309999999942,33.7742500000000021,414,below
010054000240,-86.0013519999999971,33.7859550000000013,153,below
010054000243,-85.8367410000000035,33.7021640000000033,2,below
010054000244,-85.8342090000000013,33.7011850000000024,282,above
010054000246,-85.8144470000000013,33.7552209999999988,98,below
010054000247,-85.8309030000000064,33.7468020000000024,188,below
010054000249,-85.879445000000004,33.6515399999999971,59,below
010054001428,-86.0030339999999995,33.788333999999999,71,below
010054001429,-85.810331000000005,33.8852400000000031,81,below
010054001488,-85.815921000000003,33.8862700000000032,159,below
010054001489,-85.8820029999999974,33.6525010000000009,201,below
010054001884,-85.6827580000000069,33.7348259999999982,352,below
010060000256,-85.3943349999999981,32.8979560000000006,1,below
010060000259,-85.3474240000000037,33.0179249999999982,40,above
010060000263,-85.3966130000000021,32.8994229999999988,3,above
010060000269,-85.3971669999999961,32.8887199999999993,151,above
010060000272,-85.1967240000000032,32.8065909999999974,667,below
010063000274,-85.6045060000000007,34.2197579999999988,161,below
010063000276,-85.6506899999999973,34.1366730000000018,362,below
010063000279,-85.5600380000000058,34.2710560000000015,79,below
010063000282,-85.7673879999999969,34.2409559999999971,204,below
010063000283,-85.5433720000000051,33.9854059999999976,143,below
010066000261,-86.785579999999996,32.8286510000000007,162,below
010066000262,-86.7484579999999994,32.9650060000000025,181,below
010066000265,-86.8783520000000067,32.8031009999999981,119,below
010066000270,-86.7163369999999958,32.9136280000000028,186,below
010066000287,-86.613190000000003,32.8262209999999968,704,below
010066000288,-86.5088089999999994,32.7489500000000007,152,below
010066000745,-86.7294019999999932,32.9811610000000002,357,below
010069000182,-88.3158729999999963,31.8421149999999997,51,above
010069000291,-88.2332430000000016,32.0798240000000021,122,above
010069000297,-88.3192820000000012,31.8429099999999998,110,below
010069001561,-88.2335889999999949,32.0819410000000005,59,above
010072000304,-87.8946750000000066,31.5129389999999994,383,above
010072000306,-87.7637809999999945,31.7022200000000005,236,above
010075000307,-85.8397999999999968,33.2705970000000022,64,below
010075000312,-85.7579989999999981,33.3105979999999988,74,below
010075002205,-85.7872739999999965,33.2908189999999991,293,below
