schoolid,lon,lat,population,compareMedian
010000500879,-86.2200859999999949,34.2731610000000018,389,below
010000500889,-86.2218340000000012,34.2532509999999988,863,above
010000502150,-86.2218340000000012,34.2532509999999988,982,above
010000600193,-86.2536810000000003,34.5337209999999999,105,below
010000600876,-86.2706890000000044,34.4064290000000028,81,below
010000600877,-86.3212589999999977,34.1762340000000009,482,below
010000600880,-86.4421990000000022,34.3443880000000021,224,below
010000600887,-86.4468119999999942,34.3999659999999992,214,below
010000601413,-86.3232789999999994,34.1767129999999995,475,below
010000601685,-86.2536810000000003,34.5337209999999999,420,below
010000602209,-86.1425069999999948,34.362794000000001,473,below
010000700091,-86.8447330000000051,33.3408859999999976,425,above
010000700248,-86.6585469999999987,33.4130469999999988,542,below
010000700342,-86.878389999999996,33.3375270000000015,594,below
010000701483,-86.8673639999999949,33.3638959999999969,886,below
010000701738,-86.8537550000000067,33.4095790000000008,647,below
010000701739,-86.8088220000000064,33.3957120000000032,448,below
010000701740,-86.8312329999999975,33.3881510000000006,573,below
010000701742,-86.7668060000000025,33.4091439999999977,592,below
010000701743,-86.8244109999999978,33.4268009999999975,336,below
010000702091,-86.8128650000000022,33.3595910000000018,678,below
010000702186,-86.888660999999999,33.3439300000000003,392,below
010000800303,-86.7137089999999944,34.7058170000000033,539,below
010000800839,-86.7504639999999938,34.6974540000000005,478,below
010000800851,-86.7511549999999971,34.721193999999997,387,below
010000801423,-86.7832329999999956,34.721074999999999,695,below
010000801485,-86.7330570000000023,34.7512230000000031,562,below
010000802097,-86.7660460000000029,34.7343150000000023,677,below
010000802133,-86.7724290000000025,34.7000799999999998,734,below
010001102094,-86.5480940000000061,33.5451559999999986,817,below
010001102095,-86.5355610000000013,33.5483100000000007,143,below
010001200874,-86.163919000000007,34.2117859999999965,1,above
010001200884,-86.1754729999999967,34.2048389999999998,351,below
010001201630,-86.1613449999999972,34.2135249999999971,380,below
010001201781,-86.178087000000005,34.206470000000003,357,below
010001301498,-86.5669019999999989,33.649481999999999,999,below
010001301502,-86.5680660000000017,33.6488190000000031,924,below
010003000001,-85.9487940000000066,32.9450750000000028,3,above
010003000004,-85.9306940000000026,32.9311620000000005,761,above
010003000005,-85.9490320000000025,32.9555209999999974,456,below
010003000006,-85.9726189999999946,32.9294569999999993,215,below
010009000015,-85.8338969999999932,33.6332919999999973,181,above
010009000017,-85.7755010000000056,33.6316970000000026,191,above
010009000020,-85.8590829999999983,33.6656440000000004,226,above
010009000021,-85.808645999999996,33.658059999999999,338,above
010009001782,-85.8417460000000006,33.6617129999999989,108,above
010012000522,-86.996664999999993,34.7934350000000023,273,below
010012001471,-86.9736350000000016,34.8086509999999976,346,below
010012001474,-86.9935040000000015,34.8044900000000013,274,below
010012001475,-86.9626039999999989,34.7990950000000012,503,below
010012001758,-86.9629180000000019,34.7818070000000006,364,below
010018500893,-88.064187000000004,30.8312029999999986,230,below
010018500952,-88.0782779999999974,30.8122119999999988,1000,below
010019001182,-86.8235339999999951,33.2245989999999978,958,below
010019001460,-86.8056930000000051,33.1761970000000019,870,below
010019001815,-86.8623740000000026,33.2250990000000002,867,below
010019402395,-86.7888250000000028,33.3084530000000001,718,below
010019402396,-86.7952760000000012,33.3238279999999989,697,below
010021000039,-85.4851189999999974,32.621108999999997,519,below
010021000040,-85.4640890000000013,32.6004909999999981,454,below
010021000042,-85.4720080000000024,32.5898380000000003,455,below
010021000053,-85.4693570000000022,32.5862300000000005,509,below
010021001254,-85.4567129999999935,32.5640089999999987,475,below
010021001259,-85.5064679999999981,32.6403820000000025,508,below
010021001879,-85.5020700000000034,32.635466000000001,560,below
010021002363,-85.4819070000000068,32.6331479999999985,501,below
010024000045,-86.7017699999999962,32.6622380000000021,301,below
010024000047,-86.4554710000000029,32.4546750000000017,628,below
010024000050,-86.4516160000000014,32.4542220000000015,322,below
010024000051,-86.4683799999999962,32.4623879999999971,681,below
010024000543,-86.463003999999998,32.5893859999999975,909,below
010024000546,-86.4221900000000005,32.4522380000000013,975,below
010024001408,-86.6596430000000026,32.4337179999999989,162,above
010027000012,-87.7742300000000029,30.8888859999999994,267,below
010027000056,-87.9022190000000023,30.5913779999999989,345,below
010027000057,-87.5997600000000034,30.4198069999999987,249,below
010027000058,-87.6248219999999947,30.5667650000000002,294,below
010027000062,-87.6213809999999995,31.004249999999999,280,below
010027000065,-87.6798320000000047,30.6194330000000008,247,below
010027000066,-87.7539309999999944,30.5428099999999994,353,below
010027000067,-87.9055699999999973,30.6739099999999993,666,below
010027000068,-87.7901710000000008,30.7423560000000009,148,below
010027000069,-87.6956739999999968,30.4872130000000006,311,below
010027000070,-87.7287649999999957,30.3162759999999985,227,below
010027000549,-87.5577519999999936,30.2970429999999986,372,below
010027000550,-87.8476589999999931,30.6777879999999996,899,below
010027000625,-87.5837910000000051,30.4122899999999987,426,below
010027000648,-87.7435679999999962,30.4185000000000017,602,below
010027000660,-87.8569399999999945,30.4736609999999999,503,below
010027001477,-87.680090000000007,30.2689689999999985,852,below
010027001708,-87.7745610000000056,30.8907869999999996,496,below
010027001709,-87.904666000000006,30.6123629999999984,634,below
010027001710,-87.8764019999999988,30.5263820000000017,557,below
010027001711,-87.9016900000000021,30.5327939999999991,1057,below
010027001712,-87.6916460000000058,30.4097709999999992,1307,below
010027001713,-87.6921200000000027,30.3854900000000008,222,below
010027001714,-87.7570230000000038,30.6135659999999987,358,below
010027001715,-87.7490030000000019,30.8655420000000014,411,below
010027001716,-87.6985130000000055,30.5519159999999985,880,below
010027001783,-87.8490840000000048,30.7900899999999993,189,below
010027002072,-87.8698669999999993,30.6140609999999995,898,below
010030001478,-85.5545599999999951,31.7804000000000002,224,above
010030001641,-85.5545599999999951,31.7804000000000002,190,above
010033000082,-86.9333270000000056,33.3341369999999984,293,above
010033000084,-86.9410390000000035,33.4097089999999994,303,above
010033000088,-86.9586790000000036,33.3784959999999984,660,above
010033000090,-86.9804630000000003,33.3787430000000001,331,above
010033001479,-86.960251999999997,33.4125719999999973,324,above
010036000094,-87.1101210000000066,32.9428160000000005,102,below
010036000095,-87.1614100000000036,32.9408949999999976,618,below
010036000096,-86.9063210000000055,32.9013139999999993,160,below
010036000098,-87.1253810000000044,33.1145759999999996,274,below
010036001426,-87.1313169999999957,33.112679,102,below
010036001480,-87.1376740000000041,33.2098119999999994,289,below
010039000103,-86.7712340000000069,33.5168699999999973,516,above
010039000106,-86.7280949999999962,33.5598719999999986,389,above
010039000107,-86.899792000000005,33.4856419999999986,466,above
010039000108,-86.8286839999999955,33.4878519999999966,170,above
010039000112,-86.8859460000000041,33.4842230000000001,474,above
010039000119,-86.8132439999999974,33.4947310000000016,414,above
010039000127,-86.7311310000000049,33.5372500000000002,471,above
010039000136,-86.8519380000000041,33.4931380000000019,475,above
010039000139,-86.8047880000000021,33.5557450000000017,517,above
010039000142,-86.7815070000000048,33.5638140000000007,284,above
010039000150,-86.8239200000000011,33.5448359999999966,287,above
010039000156,-86.8823679999999996,33.5052080000000032,373,above
010039000179,-86.7192969999999974,33.5726990000000001,366,above
010039000187,-86.8300009999999958,33.5246929999999992,549,above
010039000190,-86.8285809999999998,33.4958499999999972,408,above
010039000201,-86.916758999999999,33.5053529999999995,270,above
010039001421,-86.8924090000000007,33.5426629999999975,385,above
010039001446,-86.7059600000000046,33.5938009999999991,574,above
010039001484,-86.8097350000000034,33.4941120000000012,802,above
010039001762,-86.7156049999999965,33.6363040000000027,564,above
010039001878,-86.8051009999999934,33.5232159999999979,350,above
010039002185,-86.6802409999999952,33.6191000000000031,781,above
010039002187,-86.8677310000000063,33.4843299999999999,636,above
010039002204,-86.8642380000000003,33.5162639999999996,228,above
010039002206,-86.7715330000000051,33.5313340000000011,639,above
010039002354,-86.8747099999999932,33.4285980000000009,544,above
010042000101,-86.7706000000000017,33.8814449999999994,348,below
010042000203,-86.3971410000000049,33.8879480000000015,266,below
010042000205,-86.5859739999999931,34.0847380000000015,545,below
010042000207,-86.7694450000000046,33.8833979999999997,547,below
010042000211,-86.5840319999999935,33.8314260000000004,378,below
010042001427,-86.618464000000003,33.9073259999999976,416,below
010042001476,-86.5729189999999989,33.9934170000000009,387,below
010042001481,-86.4297880000000021,34.0831620000000015,534,below
010042001870,-86.756574999999998,33.8900569999999988,163,below
010045000214,-87.073592000000005,31.1179430000000004,436,below
010045000215,-87.0603760000000051,31.1606479999999984,86,below
010048000221,-85.7192849999999993,32.1331429999999969,108,above
010048000222,-85.7184929999999952,32.1461749999999995,637,above
010051000228,-86.6253320000000002,31.8380760000000009,165,above
010051000229,-86.7146259999999955,31.5460460000000005,197,below
010051000231,-86.6245270000000005,31.8336849999999991,540,above
010051001482,-86.6256020000000007,31.8341959999999986,339,above
010054000242,-85.832051000000007,33.7018350000000027,493,below
010054000244,-85.8342090000000013,33.7011850000000024,91,above
010054000246,-85.8144470000000013,33.7552209999999988,554,below
010054000249,-85.879445000000004,33.6515399999999971,530,below
010054001428,-86.0030339999999995,33.788333999999999,399,below
